Bins,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,9.29E-05,2.19E-11,2.49E-05,4.41E-11,0.0217797,3.00E-06,0.000595634,0.00875851,4.55E-08,0.000176559,2.05E-09,0.000339842,1.02E-05,6.19E-08,9.37E-05,8.08E-05,0.000895254,1.50E-05,0.000324586,0.000715068,9.18E-10,1.15E-05,0.00170449,0.000805963,6.86E-10
12,0.00160182,0.000660434,1.18E-06,7.74E-11,0.000412015,0.000361689,1.42E-06,3.29E-12,4.80E-15,0.0068664,3.31E-05,5.70E-08,6.62E-05,0.000716204,3.72E-11,1.59E-05,0.000034989,1.55E-05,2.79E-25,4.44E-10,1.17E-11,0.00034292,2.69E-08,3.91E-07,1.82E-09
14,0.00558786,0.000947561,0.00788447,0.000417484,7.08E-09,0.00370772,0.00042131,8.49E-05,1.38E-05,3.69E-08,3.03E-05,1.35E-11,0.00254059,0.00139312,0.00026734,0.00644719,6.05E-06,1.11E-06,1.83E-05,0.0178753,1.59E-07,2.04E-08,7.54E-05,0.00441648,0.000340659
16,0.000385012,0.000902115,0.00313985,0.00133647,5.01E-06,0.0125904,0.000013743,8.22E-09,0.000159492,2.83E-05,0.00244133,0.00802287,0.00121094,1.09E-05,0.001606,0.00035517,0.00304075,0.00894745,0.00880681,8.65E-05,0.000385754,0.00389025,3.69E-05,0.000511791,9.29E-08
18,0.0076458,0.000226699,0.00762606,0.00110105,0.000287587,0.000693135,0.00216983,0.00012083,0.00249219,7.59E-06,0.0016691,0.0097883,0.00786984,0.00346007,0.0233811,0.0305012,4.70E-06,0.00906856,0.0312271,0.00114652,0.00773113,0.000171028,0.00519619,9.35E-05,0.00117944
20,0.001800671,0.002927232,0.045506198,0.005757931,0.009471187,0.000764866,0.00121929,0.000748346,0.014821806,0.017275639,0.009483365,0.000262213,0.001820885,0.001363389,0.011758441,0.007912726,0.00491098,0.008193036,0.005640918,0.001091957,0.038149126,0.024088071,0.008946983,0.005627997,0.004316623
22,0.00843543,0.01210344,0.00812907,0.01234488,0.01556493,0.01488514,0.02218204,0.02284486,0.02469044,0.02918633,0.03131794,0.01358353,0.014352,0.00575206,0.01671834,0.02132192,0.00898659,0.00444886,0.01734299,0.01112064,0.0276597,0.00428235,0.01782879,0.02656064,0.00345522
24,0.05810692,0.0314838,0.02716729,0.02604496,0.00298989,0.0203523,0.01203377,0.02514012,0.01791125,0.03118651,0.05602861,0.0257943,0.01927682,0.02242823,0.0242134,0.03703519,0.01655557,0.02593975,0.0238271,0.03125121,0.0222717,0.02298122,0.01203257,0.0062253,0.06370612
26,0.08805857,0.04757445,0.01358863,0.04698644,0.02429454,0.00911375,0.06543478,0.04570899,0.04058749,0.02857215,0.01901906,0.0638109,0.02987256,0.07471935,0.04513009,0.05394535,0.03305059,0.04681739,0.03302599,0.03262219,0.03735637,0.03884755,0.02672047,0.03177635,0.02419506
28,0.1319009,0.0543746,0.0447652,0.0931849,0.0368187,0.023138,0.0577874,0.0576217,0.0247119,0.0246813,0.0875562,0.0133619,0.057544,0.0640371,0.050345,0.0308038,0.0326577,0.0373054,0.0133048,0.0685974,0.0521484,0.0620154,0.0724537,0.02194,0.047323
30,0.0522739,0.1937575,0.0724307,0.0890095,0.0390382,0.1355432,0.0634043,0.0525721,0.0411648,0.0562705,0.0658807,0.091159,0.0354987,0.0880614,0.047728,0.0575555,0.0496478,0.0651446,0.0945722,0.041417,0.0531682,0.0479711,0.0554801,0.1186204,0.0380907
32,0.0634948,0.0707238,0.0998885,0.0798157,0.0658218,0.0813251,0.076972,0.073875,0.0376269,0.074635,0.1008468,0.0930453,0.0750778,0.0994596,0.1115446,0.0460224,0.1103458,0.0550192,0.0987644,0.0673918,0.0568631,0.0875222,0.05143,0.047435,0.0616461
34,0.0876293,0.0785693,0.1730129,0.1093326,0.0986227,0.1056478,0.1124903,0.0386833,0.0487075,0.0497989,0.0699271,0.0435,0.0479622,0.0651971,0.0400829,0.0722437,0.1304556,0.1736613,0.1421881,0.1394432,0.0551964,0.1188881,0.0830005,0.0767773,0.0553536
36,0.0467778,0.1022776,0.078877,0.0832907,0.1251906,0.1109084,0.1215907,0.1121584,0.1532551,0.0917562,0.0705205,0.0608782,0.1245007,0.0993795,0.1384638,0.1567917,0.0670198,0.0859102,0.1344744,0.0511915,0.1253744,0.1662542,0.123288,0.1477153,0.1975382
38,0.0510136,0.039147,0.0699909,0.096099,0.1060773,0.1241981,0.0775696,0.1174588,0.0664768,0.0874468,0.1163688,0.0760322,0.2227613,0.0756673,0.1129704,0.1223661,0.0996014,0.0642297,0.0841897,0.1186101,0.0749115,0.0713795,0.0609023,0.0725101,0.065772
40,0.139056,0.1139336,0.0431395,0.1146279,0.1046412,0.0928151,0.1384863,0.1048022,0.1315026,0.1251455,0.0929322,0.1406306,0.0706321,0.0870521,0.1163966,0.04621,0.1401587,0.1196617,0.0754831,0.0597636,0.1409262,0.0743842,0.1124741,0.084324,0.0924001
42,0.0846054,0.0653361,0.0849505,0.1020601,0.0897375,0.0706038,0.065198,0.1466285,0.091925,0.1320864,0.0879827,0.0992896,0.0583702,0.1073971,0.0704674,0.1003508,0.1023622,0.0327991,0.043984,0.0696166,0.0686167,0.0619479,0.0789756,0.0694077,0.0789625
44,0.0348456,0.0720456,0.0628589,0.0283459,0.0519274,0.0375144,0.0533213,0.0718636,0.096244,0.1067039,0.0480486,0.0558311,0.0514733,0.0622217,0.0289629,0.0633639,0.0316022,0.0558837,0.0429396,0.1468077,0.0308581,0.0244867,0.0684681,0.1511119,0.0737628
46,0.0523094,0.0210296,0.0380707,0.0197417,0.0868104,0.0425271,0.0318882,0.0337749,0.0502297,0.0497381,0.0533793,0.0610514,0.0322275,0.0525187,0.0541807,0.0447671,0.0654975,0.0409174,0.0493479,0.0473149,0.0574122,0.0818006,0.0742233,0.0411093,0.0659307
48,0.03218428,0.05096867,0.04122482,0.04741631,0.02934577,0.07925628,0.0287982,0.04431183,0.05933735,0.02968874,0.0305562,0.07874995,0.02800277,0.00860315,0.02923411,0.05634886,0.04644674,0.02912307,0.03693425,0.0355195,0.08987113,0.05443776,0.06945939,0.0378576,0.02719862
50,0.00405071,0.02300027,0.01017358,0.00558888,0.04901854,0.01978751,0.03433414,0.03306721,0.01992524,0.027281,0.02954292,0.03136123,0.06791836,0.04922271,0.04029641,0.01242369,0.01599571,0.05539679,0.01379644,0.02687627,0.01973549,0.02752704,0.02427588,0.02429788,0.04324943
52,0.02341414,0.0160008,0.02532562,0.02322358,0.02548939,0.00432017,0.0059865,0.00348347,0.03908111,0.01654654,0.01964478,0.0179836,0.00264509,0.01463928,0.0123652,0.00909547,0.01623856,0.0132259,0.02721253,0.01302354,0.01040829,0.00731305,0.0253921,0.01140754,0.0383451
54,0.0109608,0.000567735,0.00990794,0.00139679,0.0163071,0.00101903,0.0239081,0.00124914,0.0148904,0.00203115,0.0013845,0.00492292,0.0225806,0.00404091,0.00265041,0.00593637,0.0160551,0.0197469,0.00553915,0.00276531,0.000808188,0.00215451,0.0117685,0.0134345,0.00920926
56,0.00166182,0.00108772,0.0137815,0.000456582,0.000150193,0.00636087,0.00386749,0.00170228,0.0188515,0.0110375,0.00504023,0.00817286,0.0235871,0.00996624,0.00198716,0.0104702,0.00808595,0.000719943,0.00482603,0.00985744,0.00139446,0.00159836,0.0154578,0.00161819,0.00438792
58,0.0118897,0.000305584,0.0184704,0.00252088,9.45E-05,0.00256118,0.000325508,0.00310344,0.00353982,0.000138793,0.000354595,0.000275184,0.00022005,0.00268549,0.000925821,0.00266145,0.000293543,0.0158691,5.33E-05,0.00315728,0.0281846,0.000359043,0.000382618,0.00439001,0.0036213
60,0.000148372,4.66E-08,2.39E-05,0.00988621,7.16E-07,6.75E-07,1.33E-07,0.000237371,1.77E-07,0.0016692,4.16E-11,0.00215011,0.00197817,7.34E-06,0.0165326,0.00495703,4.03E-16,0.0169286,1.16E-07,0.00272689,0.000305474,0.00265526,2.07E-05,2.50E-05,1.33E-05
62,4.78E-10,7.74E-21,8.38E-06,1.73E-06,0.00010311,7.60E-13,2.49E-10,1.69E-07,0.00185345,4.04E-05,1.44E-15,3.63E-14,1.80E-21,1.79E-16,2.68E-19,1.65E-05,0.000050108,8.41E-07,3.26E-05,1.06E-05,0.000182905,0.00118277,1.08E-12,1.41E-09,2.05E-06
64,0.000068579,4.86E-05,3.13E-05,1.18E-05,5.14E-20,1.87E-18,3.51E-20,7.69E-12,2.79E-18,4.49E-06,4.91E-35,2.31E-17,3.82E-11,1.11E-08,2.39E-20,6.00E-16,1.29E-07,0.0150097,0.0120878,2.06E-29,2.99E-11,0.0115074,5.42E-06,4.09E-20,4.34E-08
66,1.33E-74,1.15E-36,3.30E-39,8.82E-116,3.37E-16,1.19E-06,1.68E-265,4.16E-42,5.46E-13,1.61E-35,1.12E-05,2.76E-06,3.94E-10,7.82E-29,0.00169752,1.52E-13,2.65E-22,2.08E-24,5.43E-05,3.95E-95,8.04E-05,9.72E-27,1.94E-18,1.55E-60,1.41E-55
68,2.09E-104,5.40E-108,3.25E-99,1.15E-125,1.23E-158,1.70E-113,8.36E-111,1.31E-54,4.61E-147,3.07E-169,2.32E-303,4.85E-58,1.65E-21,1.25E-242,2.01E-71,5.20E-34,4.45E-34,2.63E-11,1.47E-06,1.38E-31,1.98E-276,2.28E-39,1.63E-53,3.79E-107,1.14E-12
70,0,0,0,0,0,4.14E-116,0,1.09E-43,2.65E-98,0,9.15E-46,1.32E-160,7.20E-156,0,0,0,2.67E-191,1.37E-161,5.52E-202,4.84E-138,0,2.73E-130,1.91E-262,3.40E-235,0
72,0,2.02E-128,0,0,0,7.37E-27,0,0,0,6.04E-254,5.99E-209,0,0,0,0,9.10E-91,0,0,0,0,7.34E-265,0,0,0,0
